Рег. №,Статус,Име на читалище,Област,Община,Град/село,Адрес,Булстат,Председател,Секретар,E-mail,Телефон,Факс,линк,Връзка към сайт библиотеки,Информационна карта,Информационна карта 2016,Информационна карта 2017,Информационна карта 2018,Информационна карта 2019,Информационна карта 2020,Информационна карта 2021,Информационна карта 2022
1771,Действащо,Христо Ботев -1927г.,ЛОВЕЧ,ЯБЛАНИЦА,СЕЛО ЗЛАТНА ПАНЕГА,"Шипка 16, п.к.5760",000283413,Антоанета Николаева Борисова,Мери Николаева Бенишева,nchitali6tezlatnapanega@abv.bg,0878444093,-,https://chitalishta.com/index.php?act=community&do=detail&id=1573&reg_num=1771,http://bibliobg.com/index.php?act=community&do=detail&hash=5fc66ad94006008635616ea502833451a3ab2f3d,,,,,,https://chitalishta.com/index.php?act=community&do=detail1&id=79937,https://chitalishta.com/index.php?act=community&do=detail1&id=99833,
1772,Действащо,Рало-1891,МОНТАНА,ВЪЛЧЕДРЪМ,ГРАД ВЪЛЧЕДРЪМ,"България 22, п.к.3650",000312854,Мариета Милчова Пешова,Маргарита Борисова Йонина,ralo1891@abv.bg,0887410321,-,https://chitalishta.com/index.php?act=community&do=detail&id=1574&reg_num=1772,http://bibliobg.com/index.php?act=community&do=detail&hash=940abb11ad8c6bac66f1d8560b73c01a630b5d53,,,,https://chitalishta.com/index.php?act=community&do=detail1&id=55499,https://chitalishta.com/index.php?act=community&do=detail1&id=72370,https://chitalishta.com/index.php?act=community&do=detail1&id=84425,https://chitalishta.com/index.php?act=community&do=detail1&id=97491,
1773,Действащо,Пробуда-1928 год.,СТАРА ЗАГОРА,СТАРА ЗАГОРА,СЕЛО БЕНКОВСКИ,п.к.6056,000805815,Янка Стойчева Тонева,Иванка Тодорова Велева,probuda28chitalishte@gmail.com,0885901236,,https://chitalishta.com/index.php?act=community&do=detail&id=3034&reg_num=1773,http://bibliobg.com/index.php?act=community&do=detail&hash=b9df8d4ffecd444744ee510d62931ddc5f802115,,https://chitalishta.com/index.php?act=community&do=detail1&id=35569,,,,https://chitalishta.com/index.php?act=community&do=detail1&id=87588,https://chitalishta.com/index.php?act=community&do=detail1&id=100380,https://chitalishta.com/index.php?act=community&do=detail1&id=110588
1774,Действащо,Самообразование -1911,ТЪРГОВИЩЕ,ТЪРГОВИЩЕ,СЕЛО ОСТРЕЦ,"Васил Левски 21, п.к.7743",000869038,Емилия Стефанова Христова,Радка Георгиева Стаматова,citalihteostrec@abv.bg,0895787372,-,https://chitalishta.com/index.php?act=community&do=detail&id=1575&reg_num=1774,http://bibliobg.com/index.php?act=community&do=detail&hash=61e5b2ee5d5fccf46fc6c9f482f0b3c0f845dde0,,,,,https://chitalishta.com/index.php?act=community&do=detail1&id=67228,https://chitalishta.com/index.php?act=community&do=detail1&id=83741,https://chitalishta.com/index.php?act=community&do=detail1&id=95146,
1775,Действащо,Просвета,СОФИЯ,СВОГЕ,СЕЛО БРЕЗЕ,,,Ивайло Иванов Стайков,,,,,https://chitalishta.com/index.php?act=community&do=detail&id=1576&reg_num=1775,http://bibliobg.com/index.php?act=community&do=detail&hash=da39a3ee5e6b4b0d3255bfef95601890afd80709,,,,,,,,
1776,Действащо,Селско събуждане 1899,РУСЕ,ДВЕ МОГИЛИ,СЕЛО МОГИЛИНО,"Възраждане 69, п.к.7165",000523456,Маргаритка Николова Петкова,Павлина Милкова Йорданова,biblioteka_mogilino@abv.bg,0887355026,-,https://chitalishta.com/index.php?act=community&do=detail&id=1577&reg_num=1776,http://bibliobg.com/index.php?act=community&do=detail&hash=0644b6b659d70002f2b05f7a09647887a5701cef,,,,,https://chitalishta.com/index.php?act=community&do=detail1&id=68228,https://chitalishta.com/index.php?act=community&do=detail1&id=79097,https://chitalishta.com/index.php?act=community&do=detail1&id=89457,https://chitalishta.com/index.php?act=community&do=detail1&id=106790
1777,Действащо,Светлина -1928,СОФИЯ-ГРАД,СТОЛИЧНА,СЕЛО ЛОЗЕН,"Янко Панайотов 27А,  р-н Панчарево, п.к. 1151",000672183,Светослав Иванов Митрев,Цветелина Георгиева Сидерова,svetlina_bg@abv.bg,02/9926014; 0887143925; 0888713327 секр.,-,https://chitalishta.com/index.php?act=community&do=detail&id=3035&reg_num=1777,http://bibliobg.com/index.php?act=community&do=detail&hash=c1b999878b0b6fee47c0ca990fb80d217542012c,,,,,https://chitalishta.com/index.php?act=community&do=detail1&id=71266,https://chitalishta.com/index.php?act=community&do=detail1&id=84685,https://chitalishta.com/index.php?act=community&do=detail1&id=99235,
1778,Действащо,Бачо Киро,БЛАГОЕВГРАД,ХАДЖИДИМОВО,СЕЛО ТЕПЛЕН,п.к. 2935,101082108,Бисер Филипов Келешов,-няма,-,-,-,https://chitalishta.com/index.php?act=community&do=detail&id=1578&reg_num=1778,http://bibliobg.com/index.php?act=community&do=detail&hash=05c7cdfd6b48baf6bcea58d2251df4d73c2806fe,,,,,,,,
1779,Действащо,Кръстю Сарафов,БЛАГОЕВГРАД,ХАДЖИДИМОВО,СЕЛО ИЛИНДЕН,,000015372,Иван Асенов Гърнев,,,,,https://chitalishta.com/index.php?act=community&do=detail&id=1579&reg_num=1779,http://bibliobg.com/index.php?act=community&do=detail&hash=3f257b2758ee151e8c00649c57b8c233861efa7b,,,,,,,,
1781,Действащо,Възраждане-1927,БЛАГОЕВГРАД,ХАДЖИДИМОВО,СЕЛО КОПРИВЛЕН,Хан Аспарух 2 п.к.2921,000015380,Димитър Великов Баханов,Мария Чорлева,chitalishte_sekretar@abv.bg,,-,https://chitalishta.com/index.php?act=community&do=detail&id=1580&reg_num=1781,http://bibliobg.com/index.php?act=community&do=detail&hash=dd07ffa9495da6b157b7be9b50a58d8e7272cffe,,,,https://chitalishta.com/index.php?act=community&do=detail1&id=55813,https://chitalishta.com/index.php?act=community&do=detail1&id=74968,https://chitalishta.com/index.php?act=community&do=detail1&id=86304,https://chitalishta.com/index.php?act=community&do=detail1&id=95282,
1782,Действащо,Канев - Пробуда 1924,РУСЕ,БОРОВО,СЕЛО ГОРНО АБЛАНОВО,"Христо Ботев 20, п.к.7173",117071921,Денчо Ламбев Денев,Снежинка Илиева Христова,probuda_gablanovo@abv.bg,08148 9000; 0887 558 192,-,https://chitalishta.com/index.php?act=community&do=detail&id=1581&reg_num=1782,http://bibliobg.com/index.php?act=community&do=detail&hash=0a2b538c4982f61673639e8b38167aac31d7e228,,,,https://chitalishta.com/index.php?act=community&do=detail1&id=51772,https://chitalishta.com/index.php?act=community&do=detail1&id=69475,https://chitalishta.com/index.php?act=community&do=detail1&id=80462,https://chitalishta.com/index.php?act=community&do=detail1&id=91370,https://chitalishta.com/index.php?act=community&do=detail1&id=106004
1783,Действащо,Прогрес -1927 г.,ВАРНА,ВАРНА,ГРАД ВАРНА,"Св. Димитър Солунски 6,  ж.к..Виница, п.к.9022",000084219,Мартина Величкова Кожухарова,Катя Вълева Вълчанова,chit.progres@abv.bg,052/ 341639,052/ 341639,https://chitalishta.com/index.php?act=community&do=detail&id=1582&reg_num=1783,http://bibliobg.com/index.php?act=community&do=detail&hash=57a2ba4f6721e31c0808224e477c7145726f0743,,,,https://chitalishta.com/index.php?act=community&do=detail1&id=55038,https://chitalishta.com/index.php?act=community&do=detail1&id=69852,https://chitalishta.com/index.php?act=community&do=detail1&id=86503,https://chitalishta.com/index.php?act=community&do=detail1&id=101343,
1784,Действащо,Алеко Константинов -1928,ЯМБОЛ,СТРАЛДЖА,СЕЛО ПРАВДИНО,"Ангел Иванов Господарев 8 В,  п.к.8695",000963411,Златко Тодоров Костадинов,-,ch_pravdino@abv.bg,,-,https://chitalishta.com/index.php?act=community&do=detail&id=1583&reg_num=1784,http://bibliobg.com/index.php?act=community&do=detail&hash=a9ef5469be050dcbb71cc3f36d8a43b198dd7c42,,,,https://chitalishta.com/index.php?act=community&do=detail1&id=57034,,https://chitalishta.com/index.php?act=community&do=detail1&id=81736,https://chitalishta.com/index.php?act=community&do=detail1&id=99936,
1785,Действащо,Пробуда -1896,ХАСКОВО,ДИМИТРОВГРАД,СЕЛО ГОРСКИ ИЗВОР,Димитровградска 4; п.к. 6420,000894148,Тодорка Николова Милчева,,probuda1896.1951@abv.bg,0889796427,-,https://chitalishta.com/index.php?act=community&do=detail&id=1584&reg_num=1785,http://bibliobg.com/index.php?act=community&do=detail&hash=1afd8fe3ca17989f2ba1b769e0139ca8c8e88582,,,,https://chitalishta.com/index.php?act=community&do=detail1&id=55299,https://chitalishta.com/index.php?act=community&do=detail1&id=70896,https://chitalishta.com/index.php?act=community&do=detail1&id=86357,https://chitalishta.com/index.php?act=community&do=detail1&id=96969,
1786,Действащо,Искра -1926,ХАСКОВО,ДИМИТРОВГРАД,СЕЛО КАСНАКОВО,п..к. 6439,000894225,Чонка Господинова Димитрова,Илиана Михова Демирева,nchiskra@abv.bg,0886344419,-,https://chitalishta.com/index.php?act=community&do=detail&id=1585&reg_num=1786,http://bibliobg.com/index.php?act=community&do=detail&hash=00080c959a675d8dae9168619ab25f2625966430,,,,https://chitalishta.com/index.php?act=community&do=detail1&id=52925,https://chitalishta.com/index.php?act=community&do=detail1&id=69649,https://chitalishta.com/index.php?act=community&do=detail1&id=80406,https://chitalishta.com/index.php?act=community&do=detail1&id=97807,
1787,Действащо,19-ти Февруари-1906,СОФИЯ,БОТЕВГРАД,СЕЛО СКРАВЕНА,"Христо Ботев 86, п.к.2150",000760804,Иван Иванов Николов,Цанка Иванова Йорданова,chitalishte_skravena@mail.bg,07137/2044; 087372044,-,https://chitalishta.com/index.php?act=community&do=detail&id=1586&reg_num=1787,http://bibliobg.com/index.php?act=community&do=detail&hash=c84a9281a2579413fccd844318612e57d34fac1d,,https://chitalishta.com/index.php?act=community&do=detail1&id=34463,,,https://chitalishta.com/index.php?act=community&do=detail1&id=73373,https://chitalishta.com/index.php?act=community&do=detail1&id=78382,https://chitalishta.com/index.php?act=community&do=detail1&id=89731,https://chitalishta.com/index.php?act=community&do=detail1&id=105214
1788,Действащо,Светлина-1900,СОФИЯ,БОТЕВГРАД,СЕЛО ЛИТАКОВО,"пл. Свобода 2,  п.к.2144",000762310,Радка Стоева Величкова,Йонета Йорданова Томова,svetlina_1900@abv.bg,07138/2187,-,https://chitalishta.com/index.php?act=community&do=detail&id=1587&reg_num=1788,http://bibliobg.com/index.php?act=community&do=detail&hash=87a5f390590dbf763474f47de1b7ddf333e0d6c5,,,,https://chitalishta.com/index.php?act=community&do=detail1&id=48936,https://chitalishta.com/index.php?act=community&do=detail1&id=72529,https://chitalishta.com/index.php?act=community&do=detail1&id=86715,https://chitalishta.com/index.php?act=community&do=detail1&id=101206,
1789,Действащо,Изгрев -1963,СОФИЯ,ЕТРОПОЛЕ,СЕЛО ЯМНА,п.к.2183,000761621,Венета Цвяткова Убенова,-,qmna_izgrev1963@abv.bg,07106/2267,-,https://chitalishta.com/index.php?act=community&do=detail&id=1588&reg_num=1789,http://bibliobg.com/index.php?act=community&do=detail&hash=91430dbbb45bf6ce97b2784902ccfa1f20be44af,,,,,https://chitalishta.com/index.php?act=community&do=detail1&id=75242,https://chitalishta.com/index.php?act=community&do=detail1&id=81130,https://chitalishta.com/index.php?act=community&do=detail1&id=97137,
1790,Действащо,Светлина-1907,БЛАГОЕВГРАД,ЯКОРУДА,ГРАД ЯКОРУДА,"Цар Борис ІІІ 111, п.к. 2790",000014509,Магдалена Николаева Богданова,Здравка Гугалова,chitalishte_yakoruda@abv.bg,07442/2369; 0879544017,-,https://chitalishta.com/index.php?act=community&do=detail&id=1589&reg_num=1790,http://bibliobg.com/index.php?act=community&do=detail&hash=47aba2da44fac0f9abff5ddc49245d07af952b9e,,,,,https://chitalishta.com/index.php?act=community&do=detail1&id=65428,https://chitalishta.com/index.php?act=community&do=detail1&id=80051,https://chitalishta.com/index.php?act=community&do=detail1&id=91068,https://chitalishta.com/index.php?act=community&do=detail1&id=105413
1791,Действащо,Христо Ботев-1927,ВРАЦА,БЯЛА СЛАТИНА,СЕЛО КОМАРЕВО,"С. Врачански 2, п.к.3247",000184664,Галя Веселинова Данова,Веселка Митова Борисова,uisi2007@abv.bg,0894318086,-,https://chitalishta.com/index.php?act=community&do=detail&id=1590&reg_num=1791,http://bibliobg.com/index.php?act=community&do=detail&hash=6492a27d381066a80a39c6725af15cd24bc3e69d,,,,https://chitalishta.com/index.php?act=community&do=detail1&id=51964,https://chitalishta.com/index.php?act=community&do=detail1&id=71256,https://chitalishta.com/index.php?act=community&do=detail1&id=87522,https://chitalishta.com/index.php?act=community&do=detail1&id=96123,
1792,Действащо,Съзнание-1891 г.,РАЗГРАД,ИСПЕРИХ,ГРАД ИСПЕРИХ,"Васил Левски 71, п.к.7400",000499457,Миpослав Димитров Паскалев,Искра Цанкова Иванова,saznanie_ih@abv.bg,084312773,-,https://chitalishta.com/index.php?act=community&do=detail&id=1591&reg_num=1792,http://bibliobg.com/index.php?act=community&do=detail&hash=2a300083d2352e0d2598daa13bbb9db077bc87c7,,,,https://chitalishta.com/index.php?act=community&do=detail1&id=54274,https://chitalishta.com/index.php?act=community&do=detail1&id=70618,https://chitalishta.com/index.php?act=community&do=detail1&id=84466,https://chitalishta.com/index.php?act=community&do=detail1&id=95978,
1793,Действащо,Развитие -1928 г.,РАЗГРАД,ИСПЕРИХ,СЕЛО ЛУДОГОРЦИ,"Вихрен  26, п.к.7445",000499756,Осман Ислям Осман,Наталия Иванова Ганева,chitalishte1928@abv.bg,0898716587,-,https://chitalishta.com/index.php?act=community&do=detail&id=1592&reg_num=1793,http://bibliobg.com/index.php?act=community&do=detail&hash=01b59d53f0dfc935743eae198c89588c28110dfd,,,,,https://chitalishta.com/index.php?act=community&do=detail1&id=67021,https://chitalishta.com/index.php?act=community&do=detail1&id=80076,https://chitalishta.com/index.php?act=community&do=detail1&id=93219,
1794,Действащо,Просвета 1920 г.,РАЗГРАД,ИСПЕРИХ,СЕЛО СТАРО СЕЛИЩЕ,"Христо Ботев 6, п.к.7447",000500240,Мехмед Мухарем Мехмед,Нериман Руфад Хасан,chitalishte-staro_selishte@abv.bg,0887320799; 0888320799,,https://chitalishta.com/index.php?act=community&do=detail&id=1593&reg_num=1794,http://bibliobg.com/index.php?act=community&do=detail&hash=e397c0e710168a676ac5e9a5a6c508ebdf0e9797,,,,https://chitalishta.com/index.php?act=community&do=detail1&id=55213,https://chitalishta.com/index.php?act=community&do=detail1&id=70263,https://chitalishta.com/index.php?act=community&do=detail1&id=83007,https://chitalishta.com/index.php?act=community&do=detail1&id=93810,
